site usage timestamp type
manager.naf.ufscar.br 42% 1496343766 disk_usage
manager.naf.ufscar.br 42% 1496343776 disk_usage
manager.naf.ufscar.br 42% 1496343786 disk_usage
manager.naf.ufscar.br 42% 1496343796 disk_usage
manager.naf.ufscar.br 42% 1496343806 disk_usage
manager.naf.ufscar.br 42% 1496343816 disk_usage
manager.naf.ufscar.br 42% 1496343826 disk_usage
manager.naf.ufscar.br 42% 1496343836 disk_usage
manager.naf.ufscar.br 42% 1496343846 disk_usage
manager.naf.ufscar.br 43% 1496343856 disk_usage
manager.naf.ufscar.br 43% 1496343866 disk_usage
manager.naf.ufscar.br 43% 1496343876 disk_usage
manager.naf.ufscar.br 43% 1496343886 disk_usage
manager.naf.ufscar.br 43% 1496343896 disk_usage
manager.naf.ufscar.br 43% 1496343906 disk_usage
manager.naf.ufscar.br 43% 1496343916 disk_usage
manager.naf.ufscar.br 44% 1496343926 disk_usage
manager.naf.ufscar.br 44% 1496343936 disk_usage
manager.naf.ufscar.br 44% 1496343946 disk_usage
manager.naf.ufscar.br 44% 1496343956 disk_usage
manager.naf.ufscar.br 44% 1496343967 disk_usage
manager.naf.ufscar.br 44% 1496343977 disk_usage
manager.naf.ufscar.br 44% 1496343987 disk_usage
manager.naf.ufscar.br 44% 1496343997 disk_usage
manager.naf.ufscar.br 44% 1496344007 disk_usage
manager.naf.ufscar.br 44% 1496344017 disk_usage
manager.naf.ufscar.br 44% 1496344027 disk_usage
manager.naf.ufscar.br 44% 1496344037 disk_usage
manager.naf.ufscar.br 44% 1496344047 disk_usage
manager.naf.ufscar.br 44% 1496344057 disk_usage
manager.naf.ufscar.br 44% 1496344067 disk_usage
manager.naf.ufscar.br 44% 1496344077 disk_usage
manager.naf.ufscar.br 44% 1496344087 disk_usage
manager.naf.ufscar.br 44% 1496344097 disk_usage
manager.naf.ufscar.br 44% 1496344107 disk_usage
manager.naf.ufscar.br 44% 1496344117 disk_usage
manager.naf.ufscar.br 44% 1496344127 disk_usage
manager.naf.ufscar.br 44% 1496344137 disk_usage
